generation,n_feasible,feasible_fraction,mean_max_violation,median_max_violation,f0_mean,f1_mean,n_pareto
1,0,0.0,0.9664128236356637,0.9626022134927958,-0.6305906599533206,2456.7492585081004,1
2,0,0.0,0.6343183722589899,0.6289262712103088,-0.402021181671803,1193.9636960168762,1
3,0,0.0,0.43630046481349033,0.4462039899280532,-0.2522026791342719,1060.6564094427158,1
4,0,0.0,0.30126735036277863,0.33542560683734945,-0.1380612342156619,1171.1978301943175,1
5,0,0.0,0.19653737579202765,0.19764961790438323,-0.05513747567490318,1133.687832769101,1
6,0,0.0,0.1693268288028781,0.17600858964229327,-0.03380052607046148,1079.4131425506769,1
7,0,0.0,0.14434964263744568,0.1428331037199907,-0.01879625816062705,898.5204693461881,1
8,0,0.0,0.12863567197608866,0.13169647590345518,-0.005933096036689264,779.717920523003,1
9,0,0.0,0.1185705015342676,0.11865971696736813,-0.0022023345095514317,793.9540630191816,1
10,0,0.0,0.11309755216315859,0.11362949821398882,-0.0009157619901174804,800.3877294107866,1
11,0,0.0,0.10963938892726618,0.10947519218706311,-0.0004290309337224605,822.5442972716373,1
12,0,0.0,0.10659380053442793,0.10741897791207619,0.0,798.320294648244,1
13,0,0.0,0.10408017858096608,0.10447887745499379,0.0,777.6930622920914,1
14,0,0.0,0.10251290355172514,0.10307021675457442,0.0,789.4622924370531,1
15,0,0.0,0.10102694446815796,0.1014205356467478,0.0,802.616270512352,1
16,0,0.0,0.09907294328903501,0.09935256926619271,0.0,725.586536412093,1
17,0,0.0,0.09771916504137618,0.09792135072981753,0.0,683.8691687691787,1
18,0,0.0,0.09681073968033313,0.09723596673338814,0.0,675.51100314623,1
19,0,0.0,0.09583882825977244,0.0960517690031182,0.0,740.8979957844831,1
20,0,0.0,0.09517568443427776,0.09518643338564736,0.0,728.4705366000751,1
21,0,0.0,0.09480703301237878,0.09490522175137242,0.0,712.3144393643518,1
22,0,0.0,0.09446687884923398,0.09446147504668237,0.0,694.1345313501079,1
23,0,0.0,0.09414898463904776,0.09417729209453249,0.0,693.0677718311575,1
24,0,0.0,0.09390495795683758,0.09403495619637892,0.0,711.2447161084337,1
25,0,0.0,0.09362870589324926,0.09359098626551991,0.0,720.7798119770059,1
26,0,0.0,0.09351860791995782,0.0935265075389145,0.0,718.8783455459793,1
27,0,0.0,0.09348056616057743,0.09348647808910292,0.0,729.4277313910113,1
28,0,0.0,0.09345038221249229,0.09345940966854216,0.0,730.7308314282982,1
29,0,0.0,0.09342422699247264,0.09342620101328167,0.0,717.5099070633082,1
30,0,0.0,0.0934063717713624,0.09340946127930405,0.0,729.7167882505113,1
31,0,0.0,0.09339183141974056,0.09339840061818874,0.0,751.0759320800414,1
32,0,0.0,0.0933754186726336,0.09338079643800837,0.0,744.3990474649496,1
33,0,0.0,0.09336333675291411,0.09336324921518527,0.0,763.9431943984853,1
34,0,0.0,0.09335096859271758,0.09335509529301766,0.0,753.8548530779144,1
35,0,0.0,0.09334131049214332,0.09334192041592775,0.0,745.5590616385869,1
36,0,0.0,0.0933356989937209,0.09333779223930705,0.0,738.7338756123501,1
37,0,0.0,0.09332861040517892,0.09332945389637733,0.0,711.2809226454028,1
38,0,0.0,0.09332111920943673,0.09332223159531951,0.0,773.1628692400081,1
39,0,0.0,0.09331511793004646,0.09331376039965544,0.0,786.8012156540615,1
40,0,0.0,0.09331193236822698,0.09331216973237097,0.0,802.971239514926,1
41,0,0.0,0.09331038206185932,0.0933110625015378,0.0,793.7313527873489,1
42,0,0.0,0.0933085877967951,0.09330882989601438,0.0,787.2752687870436,1
43,0,0.0,0.09330711767592402,0.09330726934579667,0.0,732.355873136136,1
44,0,0.0,0.09330617365250296,0.09330624547725516,0.0,688.9139590429436,1
45,0,0.0,0.09330547068925324,0.09330548277004846,0.0,711.0767562973546,1
46,0,0.0,0.09330507372153275,0.09330511611507218,0.0,793.9263432923594,1
47,0,0.0,0.09330483925220934,0.09330490843706886,0.0,922.5689380278142,1
48,0,0.0,0.09330464766861761,0.0933046632684851,0.0,858.0331547194153,1
49,0,0.0,0.09330446593555632,0.0933044984570871,0.0,851.6300956850766,1
50,0,0.0,0.09330436297015735,0.09330435282887752,0.0,780.0585739528946,1
